Dragonite,149,180,91,134,95,100,100,80,600,Dragon,Flying,OU,Inner Focus,null,Multiscale,210,120,3 Atk,218,Brown,null,Neutral,Water 1,Dragon,45,1250000,Lv. 55,180,149,243,null,null,null
Drapion,452,471,70,90,110,60,75,95,500,Poison,Dark,RU,Battle Armor,Sniper,Keen Eye,61.5,80,2 Def,204,Purple,null,Neutral,Bug,Water 3,45,1250000,Lv. 40,471,452,null,null,128,null
Dratini,147,178,41,64,45,50,50,50,300,Dragon,null,NU,Shed Skin,null,Marvel Scale,3.3,20,1 Atk,67,Blue,10240,Neutral,Water 1,Dragon,45,1250000,null,178,147,241,null,null,null
Drifblim,426,452,150,80,44,90,54,80,498,Ghost,Flying,NU,Aftermath,Unburden,Flare Boost,15,40,2 HP,204,Purple,null,Neutral,Amorphous,null,60,1640000,Lv. 28,452,426,null,null,67,null
Drifloon,425,451,90,50,34,60,44,70,348,Ghost,Flying,NU,Aftermath,Unburden,Flare Boost,1.2,20,1 HP,127,Purple,7680,Neutral,Amorphous,null,125,1640000,null,451,425,null,null,66,null
Drilbur,529,529,60,85,40,30,45,68,328,Ground,null,NU,Sand Rush,Sand Force,Mold Breaker,8.5,20,1 Atk,66,Gray,5120,Neutral,Field,null,120,1000000,null,529,529,null,null,null,35
Drowzee,96,105,60,48,45,43,90,42,328,Psychic,null,NU,Insomnia,Forewarn,Inner Focus,32.4,60,1 SpD,102,Yellow,5120,Neutral,Human-Like,null,190,1000000,null,105,96,87,null,null,null
Druddigon,621,621,77,120,90,60,90,48,485,Dragon,null,NU,Rough Skin,Sheer Force,Mold Breaker,139,100,2 Atk,170,Red,7680,Neutral,Dragon,Monster,45,1000000,N,621,621,null,null,null,127
Ducklett,580,580,62,44,50,44,50,55,305,Water,Flying,NU,Keen Eye,Big Pecks,Hydration,5.5,20,1 HP,61,Blue,5120,Neutral,Water 1,Flying,190,1000000,null,580,580,null,null,null,86
Dugtrio,51,56,35,80,50,50,70,120,405,Ground,null,NU,Sand Veil,Arena Trap,Sand Force,33.3,60,2 Spe,153,Brown,null,Neutral,Field,null,50,1000000,Lv. 26,56,51,133,null,null,null
Dunsparce,206,236,100,70,70,65,65,45,415,Normal,null,NU,Serene Grace,Run Away,Rattled,14,40,1 HP,125,Yellow,5120,Neutral,Field,null,190,1000000,N,236,206,52,null,null,null
Duosion,578,578,65,40,50,125,60,30,370,Psychic,null,NU,Overcoat,Magic Guard,Regenerator,8,20,2 SpA,130,Green,null,Neutral,Amorphous,null,100,1059860,Lv. 32,578,578,null,null,null,84
Durant,632,632,58,109,112,48,48,109,484,Bug,Steel,RU,Swarm,Hustle,Truant,33,60,2 Def,169,Gray,5120,Neutral,Bug,null,90,1000000,N,632,632,null,null,null,138
Dusclops,356,383,40,70,130,60,130,25,455,Ghost,null,UU,Pressure,null,null,30.6,60,1 Def/1 SpD,179,Black,null,Neutral,Amorphous,null,90,800000,Lv. 37,383,356,null,149,190,null
Dusknoir,477,384,45,100,135,65,135,45,525,Ghost,null,RU,Pressure,null,null,106.6,100,1 Def/2 SpD,210,Black,null,Neutral,Amorphous,null,45,800000,Trade w/ Reaper Cloth,384,477,null,null,191,null
Duskull,355,382,20,40,90,30,90,25,295,Ghost,null,NU,Levitate,null,null,15,40,1 SpD,97,Black,6400,Neutral,Amorphous,null,190,800000,null,382,355,null,148,189,null
Dustox,269,293,60,50,70,50,90,65,385,Bug,Poison,NU,Shield Dust,null,Compoundeyes,31.6,60,3 SpD,161,Green,null,Neutral,Bug,null,45,1000000,Lv. 10,293,269,null,18,52,null
Dwebble,557,557,50,65,85,35,35,55,325,Bug,Rock,NU,Sturdy,Shell Armor,Weak Armor,14.5,40,1 Def,65,Red,5120,Neutral,Bug,Mineral,190,1000000,null,557,557,null,null,null,63
Eelektrik,603,603,65,85,70,75,70,40,405,Electric,null,NU,Levitate,null,null,22,40,2 Atk,142,Blue,null,Neutral,Amorphous,null,60,1250000,Lv. 39,603,603,null,null,null,109
Eelektross,604,604,85,115,80,105,80,50,515,Electric,null,NU,Levitate,null,null,80.5,80,3 Atk,232,Blue,null,Neutral,Amorphous,null,30,1250000,Thunderstone,604,604,null,null,null,110
Eevee,133,157,55,55,50,45,65,55,325,Normal,null,NU,Run Away,Adaptability,Anticipation,6.5,20,1 SpD,92,Brown,8960,M (87.5%),Field,null,45,1000000,null,157,133,180,null,163,null
Ekans,23,23,30,60,44,40,54,55,283,Poison,null,NU,Intimidate,Shed Skin,Unnerve,6.9,20,1 Atk,62,Purple,5120,Neutral,Field,Dragon,255,1000000,null,23,23,50,null,null,null
Electabuzz,125,146,65,83,57,95,85,105,490,Electric,null,NU,Static,null,Vital Spirit,30,60,2 Spe,156,Yellow,null,M (75%),Human-Like,null,45,1000000,Lv. 30,146,125,155,null,198,null
Electivire,466,147,75,123,67,95,85,95,540,Electric,null,RU,Motor Drive,null,Vital Spirit,138.6,100,3 Atk,199,Yellow,null,M (75%),Human-Like,null,30,1000000,Trade h/ Electrizer,147,466,null,null,199,null
Electrike,309,334,40,45,40,65,40,65,295,Electric,null,NU,Static,Lightningrod,Minus,15.2,40,1 Spe,104,Green,5120,Neutral,Field,null,120,1250000,null,334,309,null,78,null,null
Electrode,101,110,60,50,70,80,80,140,480,Electric,null,NU,Soundproof,Static,Aftermath,66.6,80,2 Spe,150,Red,null,None,Mineral,null,60,1000000,Lv. 30,110,101,121,85,null,null
Elekid,239,145,45,63,37,65,55,95,360,Electric,null,NU,Static,null,Vital Spirit,23.5,40,1 Spe,106,Yellow,6400,M (75%),-,null,45,1000000,null,145,239,154,null,197,null
Elgyem,605,605,55,55,55,85,55,30,335,Psychic,null,NU,Telepathy,Synchronize,Analytic,9,20,1 SpA,67,Blue,5120,Neutral,Human-Like,null,255,1000000,null,605,605,null,null,null,111
Emboar,500,500,110,123,65,100,65,65,528,Fire,Fighting,NU,Blaze,null,Reckless,150,100,3 Atk,238,Red,null,M (87.5%),Field,null,45,1059860,Lv. 36,500,500,null,null,null,6
Emolga,587,587,55,75,60,75,60,103,428,Electric,Flying,NU,Static,null,Motor Drive,5,20,2 Spe,150,White,5120,Neutral,Field,null,200,1000000,null,587,587,null,null,null,93
Empoleon,395,424,84,86,88,111,101,60,530,Water,Steel,UU,Torrent,null,Defiant,84.5,80,3 SpA,210,Blue,null,M (87.5%),Water 1,Field,45,1059860,Lv. 36,424,395,null,null,9,null
Entei,244,268,115,115,85,90,75,100,580,Fire,null,RU,Pressure,null,Flash Fire,198,100,1 HP/2 Atk,217,Brown,NONE,None,-,null,3,1250000,N,268,244,239,null,null,null
Escavalier,589,589,70,135,105,60,105,20,495,Bug,Steel,UU,Swarm,Shell Armor,Overcoat,33,60,2 Atk,173,Gray,null,Neutral,Bug,null,75,1000000,Trade w/ Shelmet,589,589,null,null,null,95
Espeon,196,161,65,65,60,130,95,110,525,Psychic,null,BL,Synchronize,null,Magic Bounce,26.5,60,2 SpA,197,Purple,null,M (87.5%),Field,null,45,1000000,Morn/Day Friendship,161,196,184,null,167,null
Excadrill,530,530,110,135,60,50,65,88,508,Ground,Steel,OU,Sand Rush,Sand Force,Mold Breaker,40.4,60,2 Atk,178,Gray,null,Neutral,Field,null,60,1000000,Lv. 31,530,530,null,null,null,36
Exeggcute,102,111,60,40,80,60,45,40,325,Grass,Psychic,NU,Chlorophyll,null,Harvest,2.5,20,1 Def,98,Pink,5120,Neutral,Grass,null,90,1250000,null,111,102,104,null,null,null
Exeggutor,103,112,95,95,85,125,65,55,520,Grass,Psychic,NU,Chlorophyll,null,Harvest,120,100,2 SpA,212,Yellow,null,Neutral,Grass,null,45,1250000,Leaf Stone,112,103,105,null,null,null
Exploud,295,320,104,91,63,91,63,68,480,Normal,null,NU,Soundproof,null,Scrappy,84,80,3 HP,184,Blue,null,Neutral,Monster,Field,45,1059860,Lv. 40,320,295,null,47,null,null
Farfetchd,83,91,52,65,55,58,62,60,352,Normal,Flying,NU,Keen Eye,Inner Focus,Defiant,15,40,1 Atk,94,Brown,5120,Neutral,Flying,Field,45,1000000,N,91,83,158,null,null,null
Fearow,22,22,65,90,65,61,61,100,442,Normal,Flying,NU,Keen Eye,null,Sniper,38,60,2 Spe,162,Brown,null,Neutral,Flying,null,90,1000000,Lv. 20,22,22,14,null,null,null
Feebas,349,376,20,15,20,10,55,80,200,Water,null,NU,Swift Swim,null,Adaptability,7.4,20,1 Spe,61,Brown,5120,Neutral,Water 1,Dragon,255,600000,null,376,349,null,140,138,null
Feraligatr,160,191,85,105,100,79,83,78,530,Water,null,RU,Torrent,null,Sheer Force,88.8,80,2 Atk/1 Def,210,Blue,null,M (87.5%),Monster,Water 1,45,1059860,Lv. 30,191,160,9,null,null,null
Ferroseed,597,597,44,50,91,24,86,10,305,Grass,Steel,RU,Iron Barbs,null,null,18.8,40,1 Def,61,Gray,5120,Neutral,Grass,Mineral,255,1000000,null,597,597,null,null,null,103
Ferrothorn,598,598,74,94,131,54,116,20,489,Grass,Steel,OU,Iron Barbs,null,null,110,100,2 Def,171,Gray,null,Neutral,Grass,Mineral,90,1000000,Lv. 40,598,598,null,null,null,104
Finneon,456,475,49,49,56,49,61,66,330,Water,null,NU,Swift Swim,Storm Drain,Water Veil,7,20,1 Spe,90,Blue,5120,Neutral,Water 2,null,190,600000,null,475,456,null,null,134,null
Flaaffy,180,208,70,55,55,80,60,45,365,Electric,null,NU,Static,null,Plus,13.3,40,2 SpA,117,Pink,null,Neutral,Monster,Field,120,1059860,Lv. 15,208,180,54,null,null,null
Flareon,136,160,65,130,60,95,110,65,525,Fire,null,NU,Flash Fire,null,Guts,25,40,2 Atk,198,Red,null,M (87.5%),Field,null,45,1000000,Fire Stone,160,136,183,null,166,null
Floatzel,419,446,85,105,55,85,50,115,495,Water,null,NU,Swift Swim,null,Water Veil,33.5,60,2 Spe,178,Brown,null,Neutral,Water 1,Field,75,1000000,Lv. 26,446,419,null,null,57,null
Flygon,330,357,80,100,80,80,80,100,520,Ground,Dragon,UU,Levitate,null,null,82,80,1 Atk/2 Spe,197,Green,null,Neutral,Bug,null,45,1059860,Lv. 45,357,330,null,118,null,null
Foongus,590,590,69,55,45,55,55,15,294,Grass,Poison,NU,Effect Spore,null,Regenerator,1,20,1 HP,59,White,5120,Neutral,Grass,null,190,1000000,null,590,590,null,null,null,96
Forretress,205,235,75,90,140,60,60,40,465,Bug,Steel,OU,Sturdy,null,Overcoat,125.8,100,2 Def,118,Purple,null,Neutral,Bug,null,75,1000000,Lv. 31,235,205,94,null,null,null
Fraxure,611,611,66,117,70,40,50,67,410,Dragon,null,NU,Rivalry,Mold Breaker,Unnerve,36,60,2 Atk,144,Green,null,Neutral,Monster,Dragon,60,1250000,Lv. 38,611,611,null,null,null,117
Frillish,592,592,55,40,50,65,85,40,335,Water,Ghost,NU,Water Absorb,Cursed Body,null,33,60,1 SpD,67,White,5120,Neutral,Amorphous,null,190,1000000,null,592,592,null,null,null,98
Froslass,478,391,70,80,70,80,70,110,480,Ice,Ghost,UU,Snow Cloak,null,Cursed Body,26.6,60,2 Spe,187,White,null,F (100%),Fairy,Mineral,75,1000000,Dawn StoneF,391,478,null,null,208,null
Furret,162,193,85,76,64,45,55,90,415,Normal,null,NU,Run Away,Keen Eye,Frisk,32.5,60,2 Spe,116,Brown,null,Neutral,Field,null,90,1000000,Lv. 15,193,162,20,null,null,null
Gabite,444,464,68,90,65,50,55,82,410,Dragon,Ground,NU,Sand Veil,null,Rough Skin,56,80,2 Atk,144,Blue,null,Neutral,Monster,Dragon,45,1250000,Lv. 24,464,444,null,null,110,null
Gallade,475,307,68,125,65,65,115,80,518,Psychic,Fighting,RU,Steadfast,null,Justified,52,80,3 Atk,208,White,null,M (100%),Amorphous,null,45,1250000,Dawn StoneM,307,475,null,null,160,null
Galvantula,596,596,70,77,60,97,60,108,472,Bug,Electric,RU,Compoundeyes,Unnerve,Swarm,14.3,40,2 Spe,165,Yellow,5120,Neutral,Bug,null,75,1000000,Lv. 36,596,596,null,null,null,102
Garbodor,569,569,80,95,92,60,82,75,484,Poison,null,NU,Stench,Weak Armor,Aftermath,107.3,100,2 Atk,166,Green,null,Neutral,Mineral,null,60,1000000,Lv. 36,569,569,null,null,null,75
Garchomp,445,465,108,130,95,80,85,102,600,Dragon,Ground,Uber,Sand Veil,null,Rough Skin,95,80,3 Atk,218,Blue,null,Neutral,Monster,Dragon,45,1250000,Lv. 48,465,445,null,null,111,null
Gardevoir,282,306,68,65,65,125,115,80,518,Psychic,null,NU,Synchronize,Trace,Telepathy,48.4,60,3 SpA,208,White,null,Neutral,Amorphous,null,45,1250000,Lv. 30,306,282,null,31,159,null
Gastly,92,100,30,35,30,100,35,80,310,Ghost,Poison,NU,Levitate,null,null,0.1,20,1 SpA,95,Purple,5120,Neutral,Amorphous,null,190,1059860,null,100,92,58,null,69,null
Gastrodon,423,450,111,83,68,92,82,39,475,Water,Ground,RU,Sticky Hold,Storm Drain,Sand Force,29.9,60,2 HP,176,Purple,null,Neutral,Water 1,Amorphous,75,1000000,Lv. 30,450,423,null,null,61,null
Genesect,649,649,71,120,95,120,95,99,600,Bug,Steel,null,Download,null,null,82.5,80,"1 Atk, 1 Spe, 1 SpA",270,Purple,NONE,None,-,null,3,1250000,N,649,649,null,null,null,155
Gengar,94,102,60,65,60,130,75,110,500,Ghost,Poison,OU,Levitate,null,null,40.5,60,3 SpA,190,Purple,null,Neutral,Amorphous,null,45,1059860,Trade,102,94,60,null,71,null
Geodude,74,80,40,80,100,30,30,20,300,Rock,Ground,NU,Rock Head,Sturdy,Sand Veil,20,40,1 Def,73,Brown,3840,Neutral,Mineral,null,255,1059860,null,80,74,34,57,31,null
Gible,443,463,58,70,45,40,45,42,300,Dragon,Ground,NU,Sand Veil,null,Rough Skin,20.5,40,1 Atk,67,Blue,10240,Neutral,Monster,Dragon,45,1250000,null,463,443,null,null,109,null
Gigalith,526,526,85,135,130,60,70,25,505,Rock,null,NU,Sturdy,null,Sand Force,260,120,3 Atk,227,Blue,null,Neutral,Mineral,null,45,1059860,Trade,526,526,null,null,null,32
Girafarig,203,233,70,80,65,90,65,85,455,Normal,Psychic,NU,Inner Focus,Early Bird,Sap Sipper,41.5,60,2 SpA,149,Yellow,5120,Neutral,Field,null,60,1000000,N,233,203,147,164,121,null
Giratina,487,487,150,100,120,100,120,90,680,Ghost,Dragon,Uber,Pressure,null,Telepathy,750,120,3 HP,220,Black,NONE,None,-,null,3,1250000,N,487,487,null,null,210,null
Giratina_O,487.1,487.1,150,120,100,120,100,90,680,Ghost,Dragon,Uber,Levitate,null,null,650,120,3 HP,220,Black,NONE,None,-,null,3,1250000,N,487.1,487.1,null,null,210.1,null
Glaceon,471,164,65,60,110,130,95,65,525,Ice,null,NU,Snow Cloak,null,Ice Body,25.9,60,2 SpA,196,Blue,null,M (87.5%),Field,null,45,1000000,Level a/ Ice Rock,164,471,null,null,170,null
Glalie,362,390,80,80,80,80,80,80,480,Ice,null,NU,Inner Focus,Ice Body,Moody,256.5,120,2 HP,187,Gray,null,Neutral,Fairy,Mineral,75,1000000,Lv. 42,390,362,null,172,207,null
Glameow,431,455,49,55,42,42,37,85,310,Normal,null,NU,Limber,Own Tempo,Keen Eye,3.9,20,1 Spe,71,Gray,5120,F (75%),Field,null,190,800000,null,455,431,null,null,76,null
Gligar,207,237,65,75,105,35,65,85,430,Ground,Flying,RU,Hyper Cutter,Sand Veil,Immunity,64.8,80,1 Def,108,Purple,5120,Neutral,Bug,null,60,1059860,null,237,207,189,null,153,null
Gliscor,472,238,75,95,125,45,75,95,510,Ground,Flying,OU,Hyper Cutter,Sand Veil,Poison Heal,42.5,60,2 Def,192,Purple,null,Neutral,Bug,null,30,1059860,Nite Level h/ Razor Fang,238,472,null,null,154,null
Gloom,44,48,60,65,70,85,75,40,395,Grass,Poison,NU,Chlorophyll,null,Stench,8.6,20,2 SpA/1 SpD,132,Blue,null,Neutral,Grass,null,120,1059860,Lv. 22,48,44,84,89,null,null
Golbat,42,45,75,80,70,65,75,90,455,Poison,Flying,NU,Inner Focus,null,Infiltrator,55,80,2 Spe,171,Purple,null,Neutral,Flying,null,90,1000000,Lv. 22,45,42,38,64,29,null
Goldeen,118,135,45,67,60,35,50,63,320,Water,null,NU,Swift Swim,Water Veil,Lightningrod,15,40,1 Atk,111,Red,5120,Neutral,Water 2,null,225,1000000,null,135,118,78,50,78,null
Golduck,55,60,80,82,78,95,80,85,500,Water,null,NU,Damp,Cloud Nine,Swift Swim,76.6,80,2 SpA,174,Blue,null,Neutral,Water 1,Field,75,1000000,Lv. 33,60,55,139,159,44,null
Golem,76,82,80,110,130,55,65,45,485,Rock,Ground,NU,Rock Head,Sturdy,Sand Veil,300,120,3 Def,177,Brown,null,Neutral,Mineral,null,45,1059860,Trade,82,76,36,59,33,null
Golett,622,622,59,74,50,35,50,35,303,Ground,Ghost,NU,Iron Fist,Klutz,No Guard,92,80,1 Atk,61,Green,6400,None,Mineral,null,190,1000000,null,622,622,null,null,null,128
Golurk,623,623,89,124,80,55,80,55,483,Ground,Ghost,NU,Iron Fist,Klutz,No Guard,330,120,2 Atk,169,Green,null,None,Mineral,null,90,1000000,Lv. 43,623,623,null,null,null,129
Gorebyss,368,397,55,84,105,114,75,52,485,Water,null,RU,Swift Swim,null,Hydration,22.6,40,2 SpA,178,Pink,null,Neutral,Water 1,null,60,600000,Trade w/ Deepseascale,397,368,null,178,null,null
Gothita,574,574,45,30,50,55,65,45,290,Psychic,null,NU,Frisk,null,Shadow Tag,5.8,20,1 SpD,58,Purple,5120,F (75%),Human-Like,null,200,1059860,null,574,574,null,null,null,80
Gothitelle,576,576,70,55,95,95,110,65,490,Psychic,null,NU,Frisk,null,Shadow Tag,44,60,3 SpD,221,Purple,null,F (75%),Human-Like,null,50,1059860,Lv. 41,576,576,null,null,null,82
Gothorita,575,575,60,45,70,75,85,55,390,Psychic,null,NU,Frisk,null,Shadow Tag,18,40,2 SpD,137,Purple,null,F (75%),Human-Like,null,100,1059860,Lv. 32,575,575,null,null,null,81
Granbull,210,240,90,120,75,60,60,45,450,Normal,null,NU,Intimidate,Quick Feet,Rattled,48.7,60,2 Atk,178,Purple,null,F (75%),Field,Fairy,75,800000,Lv. 23,240,210,124,null,null,null
Graveler,75,81,55,95,115,45,45,35,390,Rock,Ground,NU,Rock Head,Sturdy,Sand Veil,105,100,2 Def,134,Brown,null,Neutral,Mineral,null,120,1059860,Lv. 25,81,75,35,58,32,null
Grimer,88,96,80,80,50,40,50,25,325,Poison,null,NU,Stench,Sticky Hold,Poison Touch,30,60,1 HP,90,Purple,5120,Neutral,Amorphous,null,190,1000000,null,96,88,116,106,null,null
Grotle,388,417,75,89,85,55,65,36,405,Grass,null,NU,Overgrow,null,Shell Armor,97,80,1 Atk/1 Def,141,Green,null,M (87.5%),Monster,Grass,45,1059860,Lv. 18,417,388,null,null,2,null
Groudon,383,412,100,150,140,100,90,90,670,Ground,null,Uber,Drought,null,null,950,120,3 Atk,218,Red,NONE,None,-,null,5,1250000,N,412,383,null,199,null,null
Grovyle,253,277,50,65,45,85,65,95,405,Grass,null,NU,Overgrow,null,Unburden,21.6,40,2 Spe,141,Green,null,M (87.5%),Monster,Dragon,45,1059860,Lv. 16,277,253,null,2,null,null
Growlithe,58,63,55,70,45,70,50,60,350,Fire,null,NU,Intimidate,Flash Fire,Justified,19,40,1 Atk,91,Brown,5120,M (75%),Field,null,190,1250000,null,63,58,127,null,null,null
Grumpig,326,353,80,45,65,90,110,80,470,Psychic,null,NU,Thick Fat,Own Tempo,Gluttony,71.5,80,2 SpD,164,Purple,null,Neutral,Field,null,60,800000,Lv. 32,353,326,null,111,null,null
Gulpin,316,343,70,43,53,43,53,40,302,Poison,null,NU,Liquid Ooze,Sticky Hold,Gluttony,10.3,40,1 HP,75,Green,5120,Neutral,Amorphous,null,225,1640000,null,343,316,null,95,null,null
Gurdurr,533,533,85,105,85,40,50,40,405,Fighting,null,NU,Guts,Sheer Force,Iron Fist,40,60,2 Atk,142,Gray,null,M (75%),Human-Like,null,90,1059860,Lv. 25,533,533,null,null,null,39
Gyarados,130,154,95,125,79,60,100,81,540,Water,Flying,OU,Intimidate,null,Moxie,235,120,2 Atk,214,Blue,null,Neutral,Water 2,Dragon,45,1250000,Lv. 20,154,130,77,53,24,null
Happiny,440,126,100,5,5,15,65,30,220,Normal,null,NU,Natural Cure,Serene Grace,Friend Guard,24.4,40,1 HP,255,Pink,10240,F (100%),-,null,130,800000,null,126,440,null,null,96,null
Hariyama,297,322,144,120,60,40,60,50,474,Fighting,null,RU,Thick Fat,Guts,Sheer Force,253.8,120,2 HP,184,Brown,null,M (75%),Human-Like,null,200,1640000,Lv. 24,322,297,null,49,null,null
Haunter,93,101,45,50,45,115,55,95,405,Ghost,Poison,NU,Levitate,null,null,0.1,20,2 SpA,126,Purple,null,Neutral,Amorphous,null,90,1059860,Lv. 25,101,93,59,null,70,null
Haxorus,612,612,76,147,90,60,70,97,540,Dragon,null,OU,Rivalry,Mold Breaker,Unnerve,105.5,100,3 Atk,243,Yellow,null,Neutral,Monster,Dragon,45,1250000,Lv. 48,612,612,null,null,null,118
Heatmor,631,631,85,97,66,105,66,65,484,Fire,null,NU,Gluttony,Flash Fire,White Smoke,58,80,2 SpA,169,Red,5120,Neutral,Field,null,90,1000000,N,631,631,null,null,null,137
Heatran,485,485,91,90,106,130,106,77,600,Fire,Steel,OU,Flash Fire,null,Flame Body,430,120,3 SpA,215,Brown,NONE,Neutral,-,null,3,1250000,N,485,485,null,null,null,null
Heracross,214,243,80,125,75,40,95,85,500,Bug,Fighting,UU,Swarm,Guts,Moxie,54,80,2 Atk,200,Blue,6400,Neutral,Bug,null,45,1250000,N,243,214,113,168,62,null
Herdier,507,507,65,80,65,35,65,60,370,Normal,null,NU,Intimidate,Sand Rush,Scrappy,14.7,40,2 Atk,130,Gray,null,Neutral,Field,null,120,1059860,Lv. 16,507,507,null,null,null,13
Hippopotas,449,468,68,72,78,38,42,32,330,Ground,null,UU,Sand Stream,null,Sand Force,49.5,60,1 Def,95,Brown,7680,Neutral,Field,null,140,1250000,null,468,449,null,null,122,null
Hippowdon,450,469,108,112,118,68,72,47,525,Ground,null,OU,Sand Stream,null,Sand Force,300,120,2 Def,198,Brown,null,Neutral,Field,null,60,1250000,Lv. 34,469,450,null,null,123,null
Hitmonchan,107,117,50,105,79,35,110,76,455,Fighting,null,RU,Keen Eye,Iron Fist,Inner Focus,50.2,80,2 SpD,140,Brown,null,M (100%),Human-Like,null,45,1000000,Lv. 20 (Atk<Def),117,107,145,null,null,null
Hitmonlee,106,116,50,120,53,35,110,87,455,Fighting,null,RU,Limber,Reckless,Unburden,49.8,60,2 Atk,139,Brown,null,M (100%),Human-Like,null,45,1000000,Lv. 20 (Atk>Def),116,106,144,null,null,null
Hitmontop,237,118,50,95,95,35,110,70,455,Fighting,null,UU,Intimidate,Technician,Steadfast,48,60,2 SpD,138,Brown,null,M (100%),Human-Like,null,45,1000000,Lv. 20 (Atk=Def),118,237,146,null,null,null
Honchkrow,430,227,100,125,52,105,52,71,505,Dark,Flying,RU,Insomnia,Super Luck,Moxie,27.3,60,2 Atk,187,Black,null,Neutral,Flying,null,30,1059860,Dusk Stone,227,430,null,null,75,null
Ho_oh,250,274,106,130,90,110,154,90,680,Fire,Flying,Uber,Pressure,null,Regenerator,199,100,3 SpD,220,Red,NONE,None,-,null,3,1250000,N,274,250,248,null,null,null
Hoothoot,163,194,60,30,30,36,56,50,262,Normal,Flying,NU,Insomnia,Keen Eye,Tinted Lens,21.2,40,1 HP,58,Brown,3840,Neutral,Flying,null,255,1000000,null,194,163,15,null,106,null
Hoppip,187,215,35,35,40,35,55,50,250,Grass,Flying,NU,Chlorophyll,Leaf Guard,Infiltrator,0.5,20,1 SpD,74,Pink,5120,Neutral,Fairy,Grass,255,1059860,null,215,187,67,null,null,null
Horsea,116,132,30,40,70,70,25,60,295,Water,null,NU,Swift Swim,Sniper,Damp,8,20,1 SpA,83,Blue,5120,Neutral,Water 1,Dragon,225,1000000,null,132,116,186,184,null,null
Houndoom,229,261,75,90,50,110,80,95,500,Dark,Fire,UU,Early Bird,Flash Fire,Unnerve,35,60,2 SpA,204,Black,null,Neutral,Field,null,45,1250000,Lv. 24,261,229,210,null,177,null
Houndour,228,260,45,60,30,80,50,65,330,Dark,Fire,NU,Early Bird,Flash Fire,Unnerve,10.8,40,1 SpA,114,Black,5120,Neutral,Field,null,120,1250000,null,260,228,209,null,176,null
Huntail,367,396,55,104,105,94,75,52,485,Water,null,NU,Swift Swim,null,Water Veil,27,60,1 Atk/1 Def,178,Blue,null,Neutral,Water 1,null,60,600000,Trade w/ Deepseatooth,396,367,null,177,null,null
Hydreigon,635,635,92,105,90,125,90,98,600,Dark,Dragon,OU,Levitate,null,null,160,100,3 SpA,270,Blue,null,Neutral,Dragon,null,45,1250000,Lv. 64,635,635,null,null,null,141
Hypno,97,106,85,73,70,73,115,67,483,Psychic,null,NU,Insomnia,Forewarn,Inner Focus,75.6,80,2 SpD,165,Yellow,null,Neutral,Human-Like,null,75,1000000,Lv. 26,106,97,88,null,null,null
Igglybuff,174,41,90,30,15,40,20,15,210,Normal,null,NU,Cute Charm,null,Friend Guard,1,20,1 HP,39,Pink,2560,F (75%),-,null,170,800000,null,41,174,43,137,null,null
Illumise,314,339,65,47,55,73,75,85,400,Bug,null,NU,Oblivious,Tinted Lens,Prankster,17.7,40,1 Spe,146,Purple,3840,F (100%),Bug,Human-Like,150,1640000,N,339,314,null,87,null,null
Infernape,392,421,76,104,71,104,71,108,534,Fire,Fighting,OU,Blaze,null,Iron Fist,55,80,1 Atk/1 SpA/1 Spe,209,Brown,null,M (87.5%),Field,Human-Like,45,1059860,Lv. 36,421,392,null,null,6,null
Ivysaur,2,2,60,62,63,80,80,60,405,Grass,Poison,NU,Overgrow,null,Chlorophyll,13,40,1 SpA/1 SpD,141,Green,null,M (87.5%),Monster,Grass,45,1059860,Lv. 16,2,2,227,null,null,null
Jellicent,593,593,100,60,70,85,105,60,480,Water,Ghost,OU,Water Absorb,Cursed Body,Damp,135,100,2 SpD,168,White,null,Neutral,Amorphous,null,60,1000000,Lv. 40,593,593,null,null,null,99
Jigglypuff,39,42,115,45,20,45,25,20,270,Normal,null,NU,Cute Charm,null,Friend Guard,5.5,20,2 HP,76,Pink,null,F (75%),Fairy,null,170,800000,Friendship,42,39,44,138,null,null
Jirachi,385,414,100,100,100,100,100,100,600,Steel,Psychic,OU,Serene Grace,null,null,1.1,20,3 HP,215,Yellow,NONE,None,-,null,3,1250000,N,414,385,null,201,null,null
Jolteon,135,159,65,65,60,110,95,130,525,Electric,null,UU,Volt Absorb,null,Quick Feet,24.5,40,2 Spe,197,Yellow,null,M (87.5%),Field,null,45,1000000,Thunderstone,159,135,182,null,165,null
Joltik,595,595,50,47,50,57,50,65,319,Bug,Electric,NU,Compoundeyes,Unnerve,Swarm,0.6,20,1 Spe,64,Yellow,5120,Neutral,Bug,null,190,1000000,null,595,595,null,null,null,101
Jumpluff,189,217,75,55,70,55,85,110,450,Grass,Flying,NU,Chlorophyll,Leaf Guard,Infiltrator,3,20,3 Spe,176,Blue,null,Neutral,Fairy,Grass,45,1059860,Lv. 27,217,189,69,null,null,null
Jynx,124,144,65,50,35,115,95,95,455,Ice,Psychic,NU,Oblivious,Forewarn,Dry Skin,40.6,60,2 SpA,137,Red,null,F (100%),Human-Like,null,45,1000000,Lv. 30,144,124,153,null,null,null
Kabuto,140,170,30,80,90,55,45,55,355,Rock,Water,NU,Swift Swim,Battle Armor,Weak Armor,11.5,40,1 Def,99,Brown,7680,M (87.5%),Water 1,Water 3,45,1000000,null,170,140,222,null,null,null
